Suspended Flag,Reference ID,Marker Name,Cell Type,Material used,Location in reference,Protocol Reference,Location in reference,Species Reference,Location in references,Notes/Interpretations,Authors,Title,Journal/Book,Year,PMID/ISBN,Supporting References,,
,160218,,,"""[Table 3] 1Sagittal sections (50 micrometer) of the rat hippocampus were double-labeled with antibodies raised against somatostatin, parvalbumin, neuropeptide Y, calbindin, cholecystokinin, or calretinin combined with antibodies raised against  beta 1AR [adrenergic receptor] or  beta 2AR. The total number of marker-expressing cells in each layer of each region is given along with the number of cells
that also co-express either  beta 1AR or  beta 2AR. When marker-expressing cells were found in the same layer in all animals, the percentage of cells that co-expressed marker and  AR in each animal is given (in parentheses) and as the mean+/-SEM (n=3 animals, except * where n=4 and +  where n=5). Principal cells in the granule cell layer of the dentate
gyrus and stratum pyramidale of CA1 express calbindin, preventing identification of interneurons in these regions, and have therefore been omitted.""",p 555,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160220,SOM,DG MOPP,"""Somatostatin-expressing cells were
prevalent within the dentate gyrus. The vast majority of
somatostatin-positive cells were found within the hilus
(377/396), a few were found in the subgranular zone (18/
396), only one was found in the granule cell layer, and
none were found in the molecular layer (Table 2, Fig. 2A).""",p 556 left bot,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160222,PV,Basket; axo-axonic; bistratified; O-LM,"""Parvalbumin is expressed in several distinct interneuronal
subtypes including one type of basket cell, axoaxonic
cells (Kosaka et al., 1987; Katsumara et al., 1988), and
bistratified cells (Buhl et al., 1994) in the stratum pyramidale
and O-LM [oriens-lacunosum moleculare] cells in the stratum oriens (Freund and
Buzsaki, 1996). The distribution pattern of parvalbuminpositive
interneurons we observed here is consistent with
previous reports (Celio, 1990; Freund and Buzsaki, 1996).
These interneurons were found predominantly in the stratum
oriens and stratum pyramidale in the CA1 and CA3
regions and within the granule cell layer and the hilus in
the dentate gyrus (Figs. 4, 5A,D, Table 2). Within the
whole hippocampus 40% (108/268) of parvalbuminpositive
interneurons co-expressed  beta 1AR [adrenergic receptor] compared with
only 15% (60/401) that co-expressed  beta 2AR (Table 3).""",p 556 right bot,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160224,PV,,"""Parvalbumin-expressing cells were
found throughout the dentate gyrus, with the highest
number found in the hilus and subgranular zone (Table 2,
Fig. 4A).""",p 556 right bot,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160226,NPY,CA1 bistratified; CA1 neurogliaform,"""Neuropeptide Y-containing interneurons consist of
bistratified cells (Klausberger et al., 2004) and neurogliaform cells (Price et al., 2005) and were found in high
numbers in the hilus and subgranular zone of the dentate
gyrus and CA1 stratum pyramidale and stratum oriens
(Fig. 6A, Table 2), as previously reported (Freund and
Buzsaki, 1996).""",p 557 right bot,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160228,,,"""Within the dentate gyrus, the vast
majority of neuropeptide Y-expressing cells were found in
the hilus and subgranular zone (Table 2).""",p 558 left,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160230,,,"""Neuropeptide Y-expressing cells were found in all
layers of the CA3 region, with the majority found within the
stratum oriens and stratum radiatum (Fig. 6A, Table 2).""",p 558 left,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160232,,,"""Within the CA1 region, neuropeptide Y-expressing
cells were found in all layers, with most cells distributed
among the stratum oriens, stratum pyramidale, and stratum
radiatum (Table 2).""",p 558 left,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160234,CB,"CA1 pyr in SP; DG GC, DG ML som neg, CA1 SLM Som neg, DG GCL Som neg and CR neg","""TABLE 2. Distribution of Interneurons in the Rat Hippocampus1  1Sagittal sections (50 micrometers) of the rat hippocampus were probed with antibodies raised against somatostatin, parvalbumin, neuropeptide Y, calbindin, cholecystokinin, and
calretinin. The total number of cells expressing each marker in each region is given along with the number of 50-micrometer slices analyzed. The total is further broken down to give the number of cells expressing each marker in each layer of each region of the hippocampus. These data are also given as a percentage of the total number of marker expressing cells in that region. Principal cells in the granule cell layer of the dentate gyrus and stratum pyramidale of CA1 express calbindin, preventing identification of interneurons in these regions, have therefore been omitted.""",p 554,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,[m:DG:2201 GC:CR(2):PCL],"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,"""DG: ML--Som 0%, PV 10%, NPY 5.7%, CB 65.7%, CCK 2.4%, CR 6.7%; GCL--Som 0.3%, PV 21.6%, NPY 2%, CB--, CCK 8.4, CR 0.4; Subgranular--Som 4.5%, PV 28.4, NPY 43.6, CB 0%, CCK 56.1, CR 40.5; Hilus--Som 95.2%, PV 40%, NPY 48.7, CB 34.3, CCK 33.1, CR 52.4; CA3: SO--Som 52.9, PV 25, NPY 40.5, CB 20.1, CCK 8, CR 12.3; SP--SOM 3.3, PV 58.2, NPY 10.9, CB 1.7, CCK 11.6, CR 40.3; SL--Som 27.9, PV 8.7, NPY 11.5, CB 12.1, CCK 19.7, CR 25.4; SR&SLM--Som 16, PV 8.2, NPY 37.2, CB 66.1, CCK 60.6, CR 22; CA1 SO--Som 88.4, PV 37.4, NPY 21.7, CB 37, CCK 11, CR 14.5; SP--Som 6.7, PV 50.6, NPY 38.7, CB--, CCK 15.9, CR 43.5; SR--Som 4.9, PV 10.6, NPY 31.5, CB 38.4, CCK 52.7, CR 25.5; SLM-- Som 0%, PV 1.3, NPY 8.2, CB 24.7, CCK 20.4, CR 16.5",
,160236,CB,CA1 pyr; DG GC,"""Calbindin is expressed in the principal cell population
in the hippocampus including the granule cells in the
dentate gyrus and pyramidal cells in the CA1 regions
(Celio, 1990; Freund and Buzsaki, 1996).""",p 558 left bot,,,,,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160238,,,"""Calbindin-expressing cells in the other
hippocampal layers [nonprincipal cell layers] were considered to be interneurons,
although a few displaced principal cells may have been
included. The number of calbindin-expressing cells outside
the principal cell layers was small (Table 2).""",p 558 right,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
,160240,CB,,"""As previously reported, there were
few calbindin-expressing cells outside the granule cell
layer of the dentate gyrus (Freund and Buzsaki, 1996). Of
these cells, most were found in the molecular layer, with
the remainder being found in the hilus (Table 2).""",p 558 right,"""The primary antibodies used in this study were the
following: rabbit polyclonal antibodies against  beta-1 adrenergic
receptor (Jane-wit et al., 2007) and  beta-2 adrenergic
receptor (Guo and Li, 2007); mouse monoclonal antibodies
against calretinin (Lagace et al., 2007), calbindin (Celio,
1990), cholecystokinin (Pawelzik, 2002), and parvalbumin
(Celio, 1990); sheep polyclonal antibody against neuropeptide
Y (Jinno and Kosaka, 2006); and goat polyclonal antibody
against somatostatin (Bassant et al., 2005).""",p 552 right bot,"""For all experiments adult male Wistar rats of approximately
150 g were used.""",p 552 right mid,,"Cox D, Racca C, Lebeau F",[Beta]-Adrenergic receptors are differentially expressed in distinct interneuron subtypes in the rat hippocampus,J. Comparative Neurol.,2008,18546278,,,
