Word count of material used ,Cross-checked,Entered in axon-dendrite spreadsheet,Altered,ReferenceID,CellType,Material Used,Location in reference,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,PMCID,Notes,Replaced,CellType Proofreadby,CellType Proofreaddate,CellType Unique ID,Figure filename,A-D check
61,1,,MR,611054,DG mossy 0103 cell,"""Fig. 2. Biocytin-filled [dentate gyrus] mossy cell, showing typical morphological characteristics. (A) Soma, proximal dendrites, and proximal axon.  Note the multipolar soma, the large  spines on the proximal  dendrites (open  arrow), and the  principal  axon,  which gives rise to several fine collaterals (arrows).  (B) Axon collateral  (arrows) in the dentate molecular  layer (mL).""","p352, Fig. 2","DG mossy 0103 cell [Y:DG:mossy:S:DG:H] {#1,#3},
DG mossy 0103 cell [Y:DG:mossy:D:DG:H] {#1,#3}
DG mossy 0103 cell [Y:DG:mossy:A:DG:SMi_H] {#1,#3}
<large spine on proximal dendrites>
<axon in panel B is one of two collaterals projecting into SMi>","Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,not free,,,BCS,05/04/2012,,,DWW
41,1,,MR,611055,DG (+)0103 mossy cells (MC)     ,"""Fig.  4.Camera lucida drawings of a mossy cell in which an antidromic response was evoked from inner molecular layer [of the dentate gyrus] stimulation.  (A) The soma and dendritic arbor were within the hilus (H).  (B) Soma and axonal plexus.""","p354, Fig. 4","DG (+)0103 mossy cells (MC)                                                                                                                                                                   DG mossy 0103 cell [Y:DG:mossy:S:DG:H] {#1,#3},
DG mossy 0103 cell [Y:DG:mossy:D:DG:H] {#1,#3},
DG mossy 0103 cell [Y:DG:mossy:A:DG:SMi_H] {#1, #3}
<large complex spines on proximal dendrites>
<smaller conventional spines on distal dendrites>","Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,not free,,,BCS,05/04/2012,,,DWW
50,1,,MR,611056,DG (+)0103 mossy cells (MC),"""Fig. 6. Camera lucida drawing of  a mossy cell with an axon projection into the molecular layer (ML) [of the dentate gyrus]. Only two of this cell's axonal collaterals are shown, one of  which penetrates the granule cell layer (GCL) close to the soma of origin.""","p356, Fig. 6","DG (+)0103 mossy cells (MC)                                                                                                                                                                   DG mossy 0103 cell [Y:DG:mossy:S:DG:H] {#1},
DG mossy 0103 cell [Y:DG:mossy:D:DG:H] {#1},
DG mossy 0103 cell [Y:DG:mossy:A:DG:H] {#1}","Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,not free,,,BCS,05/04/2012,,,DWW
142,1,,MR,611057,DG (+)0103 mossy cells (MC),"""Fig. 7. A mossy cell deep in the hilus (H) [of the dentate gyrus]. This cell had one of the most extensive axonal projections to the molecular layer (ML).  (A) Photograph of the  reconstructed cell. Thorny excrescences (filled arrows) cover the large, proximal  dendrites, whereas simpler  ""classical"" spines (open arrows) are on the smaller,  distal dendrite. ... (B) Camera lucida drawing of soma and dendritic arbor. Note that the dendrites extend widely within the hilus but do not penetrate the granule cell layer (GCL). (C) Camera lucida drawing of soma and axonal plexus. The axon ramifies throughout the hilus and enters the dentate granule cell layer (both  superior and  inferior blades) at considerable distances from the soma of origin. A single collateral projects through the CA3 cell body layer (CA3) and toward the fimbria.""","p357, Fig. 7","DG (+)0103 mossy cells (MC)
[Y:DG:mossy:S:DG:H]{#1,#3},
[Y:DG:mossy:D:DG:H]{#1,#3},
[Y:DG:mossy:A:DG:SMi_H]{#1,#4},
<A:DG:SMo_SG and A:CA3c are less than 15%>,
<thorny excrescences on proximal dendrites>,
<spines on distal dendrites>","Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,not free,,,BCS,05/04/2012,,,DWW
35,1,,MR,611058,DG mossy 0103 cell,"""Fig. 8. Camera lucida drawings of a mossy cell close to the superior blade of the granule cell layer (GCL) [of the dentate gyrus].  (A)  Soma and dendritic arbor.  The soma of  this mossy  cell was fusiform.  Dendrites stop abruptly at the granule cell layer.  (B) Soma and  (B) Soma and axonal plexus.""","p358, Fig. 8","DG (+)0103 mossy cells (MC)
[Y:DG:mossy:S:DG:H]{#1},
[Y:DG:mossy:D:DG:H]{#1},
[Y:DG:mossy:A:DG:SMi_H]{#1},
<A:DG:SG and A:CA3c are less than 15%>","Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,not free,,,BCS,05/04/2012,,,DWW
114,1,,MR,611059,DG mossy 0103 cell,"""The axons of most (11 of 13) of the mossy cells with projections into the molecular layer [of the dentate gyrus] remained within the inner half of the molecular layer closest to the granule cells.  Four of 13 of the mossy cells with molecular layer axonal projections extended a collateral into the molecular  layer in the same 40-80 microm thick section that contained the soma.  For 6 of 19 mossy cells, no axon collateral into the molecular layer was detected  within the hippocampal slice, although the cells appeared to be well-filled  and  had clearly visible, fine axon collaterals in the hilus. Three of these cells did extend collaterals, however, into the granule cell layer.""","p359, left top","DG (+)0103 mossy cells (MC)
[Y:DG:mossy:A:DG:SMi]{#4},
<N = 19 with A:H>,
<N = 13 of 19 with A:SM>,
<N = 11 of 13 with A:SM had A:SMi>
                                                                                                                                                           
DG (+)0103 mossy cells (MC)
<N = 19 with A:H>,
<N = 6 of 19 with no A:SM>,
<N = 3 of 6 with no A:SM had some A:SG>,
<suggests possibly cut axons>","Buckmaster   PS,  Strowbridge  BW,   Kunkel  DD,  Schmiege  DL, Schwartzkroin  PA ",Mossy cell  axonal projections  to the dentate  gyrus  molecular  layer  in  the  rat  hippocampal  slice. ,Hippocampus,1992,1284975,not free,,,,,,,DWW
42,AnK,,AnK,611066,DG 0103 mossy cells,"""Most of the [mossy cell] axon was concentrated in the inner one-third of the molecular layer [of the dentate gyrus], with the hilus containing an average of only 26% of total axon length and the granule cell layer containing an average of only 7%.""","p270, abstract","DG 0103 mossy cells [Y:DG:mossy:A:DG:SMi_H]{#4},
<33% A:SMi, 26% A:H, 7% A:SG>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
32,AnK,,ACA,611067,DG 0103 mossy cells,"""In the central and subgranular regions of the hilus [of the dentate gyrus], mossy cell axons established a low density of synaptic contacts onto dendritic shafts, neuronal somata, and occasional  dendritic spines.""","p270, abstract","DG 0103 mossy cells <contact dendritic shafts, somata, and dendritic spines in H>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
68,AnK,,AnK,611068,DG 0103 mossy cells,"""At greater distances from the labeled mossy cell (1-2 mm along the septotemporal axis), the axon collaterals ramified predominantly within the inner molecular layer [of the dentate gyrus] and made a high density of asymmetric synaptic contacts almost exclusively onto dendritic spines. Quantitative measurements indicated that more than 90% of mossy cell synaptic contacts in the ipsilateral hippocampus are onto spines of proximal dendrites of presumed granule cells.""","p270, abstract","DG 0103 mossy cells <asymmetric contacts on spines in SMi>,
<90% of SMi contacts onto proximal dendrites of GCs>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
44,AnK,,ACA,611069,DG 0103 mossy cells,"""The morphological characteristics of mossy cells include tapering dendrites that are primarily restricted to the hilus [of the dentate gyrus]; large, complex spines (""thorny excrescences"") that cover the proximal dendrites, with smaller, simpler spines distally; and a primary axon that projects toward the fimbria.""","p270, left mid","DG 0103 mossy cells [Y:DG:mossy:D:DG:H]{#4},
<thorny excrescences on proximal dendrites>,
<spines on distal dendrites>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
41,AnK,,ACA,611070,DG 0103 mossy cells,"""Our light microscopic results show that mossy cells concentrate most of their axon collaterals in the inner one-third of the molecular layer [of the dentate gyrus] of distant lamellae, suggesting that they preferentially synapse with the proximal dendrites of granule cells.""","p271, right mid",DG 0103 mossy cells [Y:DG:mossy:A:DG:SMi]{#4},"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
65,AnK,,ACA,611071,DG 0103 mossy cells,"""The synaptic targets of the [dentate gyrus] mossy cell axon collaterals-neuronal somata, dendritic shafts, and spines were distinguished  by their known ultrastructural characteristics described earlier for  granule cells and local  interneurons (Blackstad, 1963; Laatsch and  Cowan, 1966; Tarrant and Routtenberg, 1977; Ribak and Anderson, 1980; Wenzel et al., 1981; Ribak and Seress, 1983; Seress and Ribak, 1984; Ribak et al., 1993; Halasy and Somogyi, 1993).""","p273, left bot","DG 0103 mossy cells <collaterals target somata, dendritic shafts, and spines>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
20,AnK,,ACA,611072,DG 0103 mossy cell,"""Fourteen neurons were tentatively identified as mossy cells based on their location [in the dentate gyrus] and their electrophysiological characteristics.""","p273, right bot",DG 0103 mossy cells <N = 14>,"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
111,AnK,,AnK,611073,DG 0103 mossy cells,"""All mossy cell somata in our sample were located in the hilus of the dentate gyrus, or Amaral's (1978) zone 4. Soma shape was either fusiform (n = 4,  29% of sample) or multipolar (n = 10, 71%; Figs. 1A, 2). Dendrites were thick proximally and tapered distally; they spanned the hilus and appeared to avoid entering the CA3 field. Some cells (n = 6, 43%) extended one or two of their dendrites across the granule cell layer and into the molecular layer. All cells had well-developed, large, complex spines (""thorny excrescences"") covering the proximal dendrites (Figs. 1A, 2B) and, in most cases (n = 10, 71%), also on the soma.""","p274, left top","DG 0103 mossy cells [Y:DG:mossy:S:DG:H]{#3},
[Y:DG:mossy:D:DG:H]{#3},
<dendrites appear to avoid CA3>, <N = 6 of 14 with D:SM are 2323 in another packet>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
23,AnK,,AnK,611074,DG 0103 mossy cells,"""The thinner distal dendrites [of the DG mossy cell] displayed only small, pedunculate spines (Fig. 2B), which participated in asymmetric axospinous contacts with mossy fiber boutons (not shown).""","p274, left mid",DG 0103 mossy cells <thorny excrescences on proximal dendrites and most somata>,"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
37,AnK,,AnK,611075,DG 0103 mossy cells,"""All of the mossy cells in our sample had labeled axon collateral branches from the primary axon that extended through the hilus [of the dentate gyrus] and projected across the granule cell layer and into the molecular layer.""","p274, left bot","DG 0103 mossy cells [Y:DG:mossy:A:SMunspecified_H]{#4}, <N = 14  14>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
32,AnK,,AnK,611076,DG 0103 mossy cells,"""[mossy cell] Axon collaterals concentrated in the inner one-third of  the molecular layer [of the dentate gyrus] and appeared to form a high density of regularly spaced varicosities, suggesting potential sites of synaptic contact.""","p274, right top",DG 0103 mossy cells [Y:DG:mossy:A:SMi]{#4},"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
107,AnK,,ACA,611077,DG 0103 mossy cells,"""Fig. 1. In vivo intracellularly labeled mossy cell with typical morphological characteristics. A. The multipolar soma gives rise to tapering dendrites that spanned the hilus (h) [of the dentate gyrus] and appeared to avoid entering CA3. This cell had one dendrite that extended through the granule cell layer (gcl and into the molecular layer in an adjacent section.  The primary axon (arrows) gave rise to multiple axon collaterals. ... B: Intracellularly labeled mossy cell axon collaterals (cell 1 of the light microscopic  analysis).  Over a millimeter away from the soma, along the septotemporal axis, darkly labeled axon collaterals targeted the inner one-third of the molecular layer (ml).""","p275, Fig. 1","DG 0103 mossy cells [Y:DG:mossy:S:H]{#1},
[Y:DG:mossy:D:H]{#1,#3},
[Y:DG:mossy:A:SMi_H]{#1,#3},
<1 dendrite into SM>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
101,AnK,,ACA,611078,DG 0103 mossy cells,"""Fig. 2. Intracellularly labeled [dentate gyrus] mossy cells used in the electron microscopic analysis. A: This in vivo-labeled multipolar mossy cell (cell C of the electron microscopic analysis) has an extended dendritic tree, branching within the blades of the granule cell layer ... B: The cell body (same cell shown in A) and the proximal dendrites are covered with thorny excrescences (small arrowheads), whereas the distal dendrites have small spines (small arrow). ... C: Electron micrograph of an in vitro-filled mossy cell. ... Arrowheads indicate thorny excrescences on the cell body and proximal dendrites that are contacted by mossy fiber boutons.""","p276, Fig. 2 ","DG 0103 mossy cells [Y:DG:mossy:S:H]{#1},
[Y:DG:mossy:D:H]{#1,#3},
<thorny excrescences on soma and proximal dendrites>,
<spines on distal dendrites>,
<mossy fiber boutons contact thorny excrescences>","Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
49,AnK,,AnK,611079,DG 0103 mossy cells,"""Not including the primary axon, the average length of [Dentate gyrus mossy cell] axon outside of the dentate gyrus i.e., in  CA3 or CA1) was 2,986 microm or 4% of the total two-dimensional axon length (Table 3). Axon collaterals that extended beyond the dentate gyrus entered CA3, usually in stratum radiatum  (Fig. 3).""","p276, right top",DG 0103 mossy cells <less than 4% A:CA3:SR>,"Buckmaster PS, Wenzel HJ, Kunkel DD, Schwartzkroin PA",Axon arbors and synaptic connections of hippocampal mossy cells in the rat in vivo,J Comp Neurol ,1996,8698887,not free,,,,,,,DWW
